municipio,poblacion_total,hombres,mujeres,densidad,superficie_km2,poblacion_menor_35,poblacion_menor_65,poblacion_65_mas,renta_bruta_media,alquiler_m2_colectiva,alquiler_m2_unifamiliar,num_bancos
Culleredo,30758.0,14820.0,15938.0,494.9098380391257,62.14869383454929,10437.0,25202.0,5019.0,30.685,4.1723264095,1.2417375895,2.0
Daimiel,17771.0,8913.0,8858.0,40.5673423343231,438.0617259456103,6843.0,14522.0,3529.0,24.047,2.8193142816666668,0.33450698416666663,6.0
Daimús,3277.0,1623.0,1654.0,1043.494050990519,3.140410812011207,1094.0,2564.0,564.0,28.553,5.121930450000001,5.39324797,1.0
Dénia,42953.0,20826.0,22127.0,647.4314824058979,66.3436999393107,14720.0,34145.0,7588.0,28.14,5.7804337825,2.7166519179166664,1.0
Dos Hermanas,136250.0,66833.0,69417.0,852.6488536881908,159.79614516649067,55621.0,116270.0,16898.0,29.173,4.917279009523809,1.9009842958333334,13.0
Dos Torres,2399.0,1191.0,1208.0,18.588926703442628,129.05532623116486,900.0,1911.0,505.0,23.447,0.0,0.0,1.0
Duruelo de la Sierra,1066.0,553.0,513.0,23.773775686348586,44.839322708513656,286.0,751.0,360.0,21.77,0.0,0.0,1.0
Écija,39838.0,19621.0,20217.0,40.71441500240199,978.474085840352,16413.0,33684.0,6198.0,22.745,2.816724999,0.3619085593333333,12.0
Eivissa,50643.0,25538.0,25105.0,4528.822976204447,11.18237570028478,20297.0,43708.0,6019.0,36.346,11.293578767142858,3.8992311175000003,1.0
El Astillero,18116.0,8824.0,9292.0,2763.5434578486675,6.5553519516942,6297.0,15092.0,3016.0,28.092,6.03590659923077,0.78937175,2.0
El Ejido,84005.0,43349.0,40656.0,371.4824089783823,226.13453011415277,39159.0,76873.0,7837.0,20.941,3.39146368122449,0.763372763877551,2.0
El Escorial,16594.0,8155.0,8439.0,241.01200152850805,68.85134306491032,5758.0,13176.0,2666.0,38.524,6.8973571088888885,5.256955976666666,2.0
El Masnou,23848.0,11505.0,12343.0,7086.898727512829,3.3650826570185144,8219.0,18933.0,4407.0,41.913,9.60021834142857,7.987119657857143,2.0
El Prat de Llobregat,65532.0,32073.0,33459.0,1948.770921300856,33.62734905560664,23489.0,52103.0,12029.0,31.849,9.308877009,0.8519646104999999,1.0
El Provencio,2416.0,1208.0,1208.0,23.778945064745923,101.60248881612088,822.0,1758.0,660.0,19.624,0.0,2.1665709900000003,3.0
El Puerto de Santa María,89060.0,43569.0,45491.0,559.8235158009053,159.08585024797915,35129.0,75051.0,13313.0,30.847,5.299048933230769,2.8723672664615387,3.0
el Verger,4841.0,2412.0,2429.0,593.3184196393049,8.159193848967274,1584.0,3553.0,967.0,23.028,4.1068463049999995,3.03794643,1.0
Enguera,4779.0,2398.0,2381.0,19.755241171090898,241.9104863672034,1554.0,3755.0,1045.0,23.767,3.0506638099999996,2.7400316633333333,1.0
Escalonilla,1397.0,690.0,707.0,27.419497439001503,50.9491467926362,489.0,1099.0,338.0,22.377,0.0,2.32381707,1.0
Espiel,2424.0,1210.0,1214.0,5.543479043907573,437.2705264691203,835.0,1857.0,581.0,22.613,0.0,0.0,1.0
Esplugues de Llobregat,46777.0,22274.0,24503.0,10329.581862341543,4.528450485545253,16036.0,35827.0,10528.0,42.032,11.635207061034484,1.8731526355172414,3.0
Esporles,5134.0,2544.0,2590.0,145.46913760813533,35.29270939812653,1885.0,4196.0,824.0,47.908,5.449543136666667,6.18343093,1.0
Estepona,71925.0,35203.0,36722.0,523.5702923149165,137.3741044053329,25942.0,56609.0,10403.0,28.431,6.839304209444445,2.8585964727777777,2.0
Felanitx,18164.0,9163.0,9001.0,106.99557196431796,169.764034777603,6894.0,14299.0,3198.0,30.118,4.464706643636363,4.061785338181818,1.0
Ferrol,64785.0,30473.0,34312.0,777.3813028005899,83.33748157642317,18839.0,48309.0,18490.0,29.212,3.391452557741936,0.2717199075806451,6.0
Figueres,47043.0,23220.0,23823.0,2457.524009874256,19.142437596126296,19649.0,39352.0,7029.0,28.829,5.1466788172,2.2530928068,1.0
Fregenal de la Sierra,4811.0,2349.0,2462.0,20.330116340002053,236.6439974833668,1744.0,3852.0,1066.0,22.202,1.65394251,0.0,1.0
Fuengirola,82585.0,40285.0,42300.0,8011.182776564058,10.308714992946417,26019.0,59373.0,16023.0,27.876,7.891920524615385,2.197966952051282,3.0
Fuenlabrada,192233.0,94533.0,97700.0,4893.79926996539,39.28093274683077,77552.0,171580.0,22006.0,27.013,8.249706057627119,0.1782193559322034,36.0
Fuenmayor,3191.0,1618.0,1573.0,93.19323987001738,34.24068102418902,1066.0,2565.0,543.0,31.629,4.16877373,0.0,3.0
Fuensalida,11785.0,5961.0,5824.0,172.36358656146564,68.37291005079786,4652.0,9391.0,1641.0,23.009,3.974405605,1.7848201233333334,2.0
Fuente de Cantos,4684.0,2332.0,2352.0,18.604593979582837,251.76577382663356,1773.0,3856.0,928.0,22.166,0.0,0.0,3.0
Fuente de Piedra,2770.0,1389.0,1381.0,30.59231800634027,90.54560688817097,956.0,2074.0,480.0,20.826,0.0,3.71287129,1.0
Fuentes de Oñoro,1119.0,606.0,513.0,19.472880490001213,57.46453384616496,345.0,923.0,265.0,28.131,0.0,0.0,2.0
Galera,1107.0,567.0,540.0,9.358397894241698,118.28947780486514,272.0,729.0,361.0,18.792,0.0,0.0,2.0
Gandesa,3098.0,1587.0,1511.0,43.56160355816383,71.11767581887851,1111.0,2342.0,667.0,25.966,3.38066935,2.691251405,1.0
Gandia,75970.0,37304.0,38666.0,1242.5006062581715,61.14282730918414,27485.0,60892.0,12937.0,26.291,4.2522688673913045,0.7428980497826088,1.0
Garrucha,9875.0,5220.0,4655.0,1271.5762029901618,7.765952191287117,3781.0,7719.0,1119.0,21.509,4.69501966,0.9134615375,5.0
Gata,1413.0,722.0,691.0,15.004556924346993,94.17139120630812,390.0,1013.0,480.0,16.171,0.0,0.0,1.0
Gavà,46931.0,22963.0,23968.0,1514.4415444065448,30.988980838075577,17361.0,38727.0,7978.0,38.259,9.387784069642858,2.9775999221428573,1.0
Getafe,183095.0,89299.0,93796.0,2328.2566859395256,78.64038407179119,67096.0,146380.0,34367.0,33.001,7.750612542459016,0.8406224086885246,5.0
Gijón,268896.0,126485.0,142411.0,1461.767112906714,183.9526950810257,75593.0,202419.0,69424.0,31.516,6.280486293811881,0.49995022633663366,61.0
Gines,13529.0,6665.0,6864.0,4638.328473223652,2.916783508994848,5575.0,11732.0,1739.0,33.164,2.3112141014285714,5.0732703557142855,1.0
Girona,101932.0,49050.0,52882.0,2622.1734115893955,38.87309647389616,41472.0,84709.0,15557.0,34.688500000000005,7.768563915901639,2.021577840327869,4.0
Gironella,4916.0,2434.0,2482.0,719.7490280642332,6.830158580723053,1558.0,3595.0,1239.0,29.472,4.19482522,2.2924836600000003,3.0
Golmés,1855.0,931.0,924.0,110.66260393439812,16.762663574224785,730.0,1536.0,328.0,31.526,0.0,3.20512821,1.0
Granada,231775.0,106987.0,124788.0,2630.519583755383,88.10996938829602,83420.0,182778.0,49430.0,29.338,5.717071794945652,0.7527756500000001,11.0
Granollers,62475.0,30903.0,31572.0,4177.494400649594,14.955136741843445,23197.0,50216.0,10765.0,34.213,7.986098585714285,1.497309459142857,3.0
Guadalajara,87064.0,41856.0,45208.0,369.7186960172221,235.48714451796192,32959.0,70402.0,14508.0,30.8975,6.074283224576271,1.4642468079661017,2.0
Guadix,18462.0,9191.0,9271.0,56.94702496805928,324.1960402734832,7239.0,15354.0,3364.0,23.926,3.0516726533333336,0.0,1.0
Guardamar del Segura,15983.0,7779.0,8204.0,470.9683913081802,33.9364600575529,5076.0,11620.0,3438.0,25.79,4.891670341428571,2.693222744285715,3.0
Guissona,7291.0,3917.0,3374.0,401.1837390113084,18.173717653582376,3246.0,6375.0,659.0,29.019,4.15808892,2.91441959,4.0
Hervás,3952.0,1933.0,2019.0,66.11236895228065,59.77701393293773,1332.0,3145.0,907.0,21.528,3.47537429,2.25619612,4.0
Higueruela,1144.0,599.0,545.0,5.568174809794473,205.45331981813732,377.0,859.0,325.0,23.799,0.0,0.0,1.0
Híjar,1771.0,909.0,862.0,10.710179248044277,165.35670962961632,552.0,1244.0,465.0,24.802,3.240697595,0.0,3.0
Hondón de los Frailes,1299.0,658.0,641.0,103.54097007852188,12.54575844725893,220.0,687.0,445.0,18.806,0.0,4.60821147,1.0
Huelva,142538.0,68393.0,74145.0,940.068352474888,151.62514472989622,53674.0,118501.0,25757.0,25.3525,5.206827429633028,0.04942094339449542,7.0
Huesa,2475.0,1251.0,1224.0,17.879384673396313,138.42758267194085,1000.0,2087.0,440.0,15.23,0.0,0.0,1.0
Huétor Tájar,10514.0,5288.0,5226.0,263.2285711253776,39.94247263908184,4291.0,8688.0,1598.0,18.875,2.3075108471428574,0.2971415842857143,6.0
Huétor Vega,12120.0,6083.0,6037.0,2860.058799831954,4.237675113781621,4745.0,10432.0,1534.0,32.349,3.9878588616666666,4.28272591,1.0
Ibros,2808.0,1402.0,1406.0,50.14458263668967,55.998073019067256,1078.0,2305.0,579.0,17.303,0.0,0.0,3.0
Illescas,30229.0,15247.0,14982.0,532.7249611237223,56.74410287859496,12676.0,25504.0,2560.0,30.171,4.753266155,4.27868796125,1.0
Irixoa,1340.0,677.0,663.0,19.580103695751983,68.43681835508976,251.0,825.0,508.0,24.505,0.0,1.54491266,2.0
Jaca,13344.0,6544.0,6800.0,32.828096242441454,406.4810795439411,4520.0,10372.0,2441.0,30.015,5.9071768350000005,1.83078934,10.0
Jaén,111932.0,53799.0,58133.0,263.84857386300723,424.2281789179433,43796.0,93555.0,19902.0,25.612499999999997,4.806555343793104,0.4860239708045977,37.0
Jamilena,3302.0,1668.0,1634.0,367.4025141893306,8.987418083640023,1290.0,2732.0,595.0,17.96,1.483293985,0.0,1.0
Jerez de la Frontera,212801.0,103879.0,108922.0,179.1382087547428,1187.915193968165,83312.0,179450.0,33429.0,26.725,3.507534629272727,0.8773023541818182,2.0
Jimena,1249.0,605.0,644.0,25.99749134037884,48.04309706837273,439.0,979.0,307.0,16.461,0.0,0.0,2.0
Jódar,11583.0,5783.0,5800.0,77.8529073116428,148.78057095072387,5054.0,10043.0,1762.0,15.602,0.4499437571428571,0.0,1.0
Juneda,3569.0,1916.0,1653.0,75.40684731956206,47.32991932251396,1238.0,2668.0,741.0,29.81,3.85582702,1.32854278,2.0
La Carlota,14228.0,7070.0,7158.0,179.5110596135712,79.25974048968484,5803.0,11827.0,2240.0,20.76,1.5341182122222223,0.34391534444444444,2.0
La Fuliola,1247.0,635.0,612.0,112.03264026638176,11.13068474540088,453.0,933.0,284.0,26.455,0.0,2.56410256,1.0
La Garrovilla,2334.0,1147.0,1187.0,69.74323099301478,33.46561331857087,864.0,1904.0,497.0,19.412,0.0,0.0,2.0
La Guardia de Jaén,5082.0,2584.0,2498.0,132.24710605512044,38.42806206951575,2220.0,4459.0,506.0,31.123,2.0391887025,2.6204816199999996,2.0
La Jonquera,3340.0,1676.0,1664.0,58.33089449065304,57.25953680575227,1380.0,2764.0,469.0,31.366,5.5344841250000005,3.6912566399999998,1.0
La Línea de la Concepción,63365.0,31010.0,32355.0,2376.203594828526,26.66648604433772,25263.0,52440.0,10500.0,26.688,3.4532803512499997,0.4334684377083333,6.0
La Muela,6125.0,3184.0,2941.0,42.6870406769494,143.4861705769977,2358.0,4940.0,539.0,33.379,5.67525759,4.786927393333333,3.0
la Pobla de Farnals,8205.0,4126.0,4079.0,2266.47137161973,3.6201648530580433,2838.0,6539.0,1301.0,30.444,5.665581156,1.277358654,3.0
La Pobla de Segur,3050.0,1522.0,1528.0,91.90859863487604,33.18514312373199,946.0,2158.0,781.0,29.813,3.33027244,0.0,3.0
la Pobla de Vallbona,25275.0,12763.0,12512.0,760.2071331282262,33.24751754958447,9780.0,21320.0,2748.0,32.239,3.1058880809090907,4.826099626363637,2.0
La Puebla de Alfindén,6446.0,3287.0,3159.0,378.5205442495276,17.0294587649929,2639.0,5647.0,526.0,28.889,5.806822056666667,3.8644321266666672,2.0
La Puerta de Segura,2250.0,1137.0,1113.0,23.088034010643888,97.4530788963114,825.0,1811.0,528.0,18.585,1.286468815,0.0,3.0
La Robla,3714.0,1845.0,1869.0,43.5800353702878,85.22250999667955,1078.0,2931.0,953.0,26.914,2.141760816666667,0.61904762,6.0
La Roda,15401.0,7794.0,7607.0,38.707677333153775,397.8797246717975,5982.0,12767.0,2748.0,23.788,2.79371844,1.170079012,1.0
La Selva del Camp,5694.0,2854.0,2840.0,161.55708889425293,35.244507306807215,2252.0,4756.0,876.0,31.79,5.581550933333333,1.6683103233333334,1.0
Langreo,38683.0,18413.0,20270.0,463.0574587406353,83.53822893859673,10824.0,30006.0,9978.0,27.304,3.743941902647059,0.2426101235294118,3.0
Laredo,10996.0,5227.0,5769.0,718.7769455125444,15.2982090878819,3174.0,8226.0,2922.0,27.205,6.314402537777777,0.6174648666666667,4.0
Las Rozas de Madrid,94862.0,45806.0,49056.0,1625.9260829658335,58.3433656633168,40071.0,83264.0,12286.0,58.173,9.695324519387755,3.735986975714286,1.0
Leganés,187762.0,90732.0,97030.0,4339.985918582395,43.263274011112514,65860.0,147723.0,40702.0,29.802,8.742342238111888,0.05836049916083916,8.0
León,122051.0,55166.0,66885.0,3126.689567194877,39.03521516192559,37182.0,91559.0,33213.0,29.633499999999998,5.12859243981132,0.29855914566037733,9.0
Liérganes,2403.0,1184.0,1219.0,65.21034981861966,36.84997867184981,672.0,1811.0,559.0,27.246,2.65060241,0.0,1.0
Linyola,2724.0,1380.0,1344.0,94.52060019403652,28.81911450422489,942.0,2092.0,568.0,25.586,4.540391755,0.0,2.0
Llanes,13611.0,6632.0,6979.0,51.765744639062994,262.93449644939506,3828.0,10151.0,3488.0,26.197,2.681248111,2.23125985,4.0
Lleida,140080.0,69390.0,70690.0,661.4433314333885,211.7792913512908,51530.0,113536.0,24320.0,30.779,5.63026093691358,0.6035385503703704,34.0
Llerena,5697.0,2821.0,2876.0,35.01994570307757,162.67872167201403,2146.0,4679.0,1079.0,24.437,1.6537267075000002,2.9314130675,3.0
Llinars del Vallès,10116.0,5039.0,5077.0,365.1585875030126,27.703031905052875,3574.0,8087.0,1751.0,35.633,5.025965131666667,6.060519265,1.0
Llucmajor,38224.0,19355.0,18869.0,116.7684573842254,327.34867665695305,13801.0,31073.0,5285.0,33.867,6.996008433478261,5.275445355217391,1.0
Logroño,150808.0,71462.0,79346.0,1909.593737354832,78.97386603754742,52813.0,120908.0,30205.0,31.396,5.702081430825688,0.04780920128440367,1.0
Logrosán,1944.0,990.0,954.0,5.321605711090931,365.3032760297229,631.0,1425.0,582.0,20.058,0.0,0.847950575,1.0
Lominchar,2527.0,1328.0,1199.0,113.50452866840564,22.263428866194644,988.0,2006.0,339.0,23.134,3.97260274,3.71024557,1.0
Lora del Río,18578.0,9177.0,9401.0,63.13768978398002,294.2457993563428,7615.0,15784.0,3077.0,20.2,0.7135958376470588,0.0,1.0
Los Corrales de Buelna,10703.0,5200.0,5503.0,236.49785215011767,45.25622496227255,3540.0,8534.0,2376.0,26.733,3.2736999533333333,0.7840467644444444,4.0
Los Yébenes,5796.0,2969.0,2827.0,8.555495676221001,677.4592869130076,2394.0,4867.0,1116.0,25.248,1.265751365,0.0,1.0
Losar de la Vera,2658.0,1359.0,1299.0,32.38345973862468,82.07893849061864,859.0,2081.0,668.0,18.615,2.54260927,1.490694205,3.0
Lucena,42712.0,21254.0,21458.0,121.32354169230166,352.0503886073926,17941.0,36257.0,6273.0,21.759,2.9165805711111115,0.2060674011111111,1.0
Lugo,97613.0,45039.0,52574.0,295.989327810738,329.7855389651612,31726.0,77067.0,20958.0,27.8995,3.5921607185135134,0.41899907824324323,9.0
Lumbrales,1550.0,780.0,770.0,22.16052862082485,69.94417987589985,368.0,971.0,648.0,20.563,0.0,0.0,1.0
Madrid,3305408.0,1540894.0,1764514.0,5464.339267788275,604.9053395137898,1151419.0,2566304.0,657030.0,42.2235,12.283293973802703,0.4709571068112976,259.0
Madrigalejo,1694.0,860.0,834.0,16.78039887750854,100.95111638082322,525.0,1276.0,483.0,17.406,0.0,0.0,1.0
Majadahonda,72034.0,34119.0,37915.0,1871.359860991913,38.49286366643476,29495.0,60637.0,11148.0,60.171,11.08410173688889,1.7946511995555556,9.0
Málaga,577405.0,277234.0,300171.0,1459.1734682968663,395.7068933510295,219357.0,471883.0,99143.0,29.065,7.331427263233945,1.0344033321330275,23.0
Malpartida de Plasencia,4637.0,2282.0,2355.0,12.443559626433192,372.64256685441256,1645.0,3710.0,892.0,23.533,3.6287435566666666,1.89184822,2.0
Mancha Real,11315.0,5638.0,5677.0,115.811994519273,97.70145179666171,4789.0,9594.0,1728.0,21.774,2.3581982025,0.38277391125,3.0
Manresa,78192.0,38330.0,39862.0,1878.375596362118,41.62745733677321,27886.0,61012.0,15238.0,32.389,5.524273624038462,0.40512336403846155,1.0
Mansilla de las Mulas,1708.0,853.0,855.0,48.30602440628628,35.35790868721812,575.0,1317.0,426.0,22.082,3.58953488,2.67857143,1.0
Marbella,147958.0,70871.0,77087.0,1262.938778982495,117.15373893198884,55997.0,121254.0,20209.0,32.306,8.00041233935065,2.569490497272727,4.0
Maria de la Salut,2242.0,1157.0,1085.0,73.45703629431722,30.521242254003727,742.0,1655.0,488.0,30.459,0.0,3.9029227,1.0
Martos,24271.0,12017.0,12254.0,92.956119883126,261.1016900287577,9810.0,19997.0,4210.0,23.798,2.5671835364285718,0.4508382771428572,4.0
Mataró,129120.0,64086.0,65034.0,5776.922369065537,22.35100140715344,48291.0,105030.0,21958.0,31.326,8.242858280533333,1.1930033534666669,3.0
Meco,14903.0,7533.0,7370.0,426.4032126237077,34.95048714173643,6139.0,12893.0,1066.0,33.548,6.11788496,5.3047436160000006,2.0
Medina del Campo,20271.0,9862.0,10409.0,132.36627991477485,153.1432326499744,7000.0,16355.0,4228.0,24.965,3.9490024628571425,0.7960503521428571,9.0
Mejorada,1293.0,667.0,626.0,28.00242179592489,46.17457766414213,361.0,916.0,349.0,22.08,0.0,3.22580645,1.0
Mejorada del Campo,23737.0,11788.0,11949.0,1322.4958940533434,17.94863795550095,9520.0,20657.0,2584.0,27.209,7.47514015090909,3.5433735145454546,1.0
Melilla,86261.0,43603.0,42658.0,6332.720188569153,13.621476621642785,43740.0,77711.0,8673.0,31.599,6.457279822272727,2.7864132461363638,1.0
Mérida,59424.0,28920.0,30504.0,68.68355334203987,865.185289760303,23414.0,50199.0,9153.0,27.09,4.07415502195122,0.6600586924390244,3.0
Mieres,37026.0,17576.0,19450.0,253.5376289012539,146.03749415997194,9718.0,28289.0,10451.0,27.966,3.432588688857143,0.7278970882857143,1.0
Mieres,349.0,178.0,171.0,13.35169043459186,26.13901226288193,9718.0,28289.0,10451.0,27.966,3.432588688857143,0.7278970882857143,1.0
Mijas,86744.0,43088.0,43656.0,583.2407429679853,148.72760698880302,32225.0,69342.0,11288.0,26.858,7.035813725,4.7419913715625,1.0
Miño,6423.0,3214.0,3209.0,195.38729726903196,32.87317082418141,1861.0,4613.0,1443.0,30.505,2.6135919880000005,2.132573104,1.0
Miralcamp,1366.0,713.0,653.0,91.69717362502564,14.896860459254077,478.0,1058.0,289.0,27.201,4.0952381,0.0,2.0
Mollerussa,14545.0,7462.0,7083.0,2089.868386650793,6.9597684203021535,6105.0,12685.0,2055.0,29.945,4.686516699999999,0.6180349133333333,5.0
Mollet del Vallès,51151.0,25180.0,25971.0,4729.132800660807,10.81614794003091,19075.0,42624.0,8509.0,30.989,7.901805727096774,1.5835644964516131,1.0
Mondéjar,2745.0,1422.0,1323.0,56.61733417168573,48.48338481773258,1070.0,2140.0,497.0,26.247,3.766374025,2.5336157750000003,1.0
Mont-roig del Camp,12689.0,6514.0,6175.0,200.31678815194635,63.34466580192475,4134.0,9690.0,2119.0,30.285,5.27528814375,5.3916457475,2.0
Montalbán de Córdoba,4517.0,2232.0,2285.0,132.28572187483243,34.14578637801852,1499.0,3463.0,966.0,19.996,0.0,0.0,1.0
Montgat,12260.0,6036.0,6224.0,4274.734484825813,2.868014386278209,4363.0,10046.0,1773.0,38.522,10.0964511225,4.1193167825,2.0
Montijo,15483.0,7636.0,7847.0,129.36815813682526,119.68169156141592,5869.0,12700.0,2914.0,20.983,2.377826480909091,1.604913029090909,4.0
Montoro,9231.0,4558.0,4673.0,15.76829647759602,585.4151723437994,3771.0,7720.0,1716.0,19.594,0.45294117625,0.0,1.0
Moraleja,6685.0,3321.0,3364.0,53.30016304390565,125.42175517349312,2263.0,5251.0,1541.0,20.804,2.1148892679999998,0.7961267060000001,1.0
Moralzarzal,13573.0,6775.0,6798.0,311.64362458681506,43.55295256880491,4938.0,11101.0,1596.0,39.648,6.566288242000001,6.604335954,1.0
Morón de la Frontera,27582.0,13560.0,14022.0,63.8573307505264,431.93161498960137,10288.0,22709.0,5135.0,21.893,1.7445423014285713,1.0193583938095239,3.0
Móstoles,209639.0,101892.0,107747.0,4669.691817763179,44.89354076912485,75082.0,167725.0,39370.0,28.703,8.081355272058824,0.3679601393382353,27.0
Motril,58545.0,28786.0,29759.0,566.6877153073975,103.31086843525893,24690.0,51522.0,9070.0,23.735,4.242324069117648,1.0790365329411764,8.0
Mugardos,5226.0,2542.0,2684.0,424.02109801371495,12.324858419735907,1394.0,3780.0,1527.0,27.363,1.82898068,1.499518795,1.0
Murcia,460349.0,225606.0,234743.0,520.1020107459962,885.1129018703641,181345.0,378126.0,69056.0,28.996000000000002,4.620663612377261,0.6150109239018088,6.0
Muxía,4564.0,2193.0,2371.0,37.32233337163156,122.2860305799922,1215.0,3219.0,1517.0,21.375,0.5954593260000001,0.0,1.0
Nambroca,4954.0,2530.0,2424.0,60.35730052823882,82.07789209661915,1987.0,4057.0,553.0,33.045,1.6501650166666666,2.2071321266666666,2.0
Narón,38913.0,18851.0,20062.0,579.8776989149774,67.10552944665922,12613.0,31198.0,7917.0,27.138,2.9419373367857142,0.44584682464285713,1.0
Nava,5264.0,2585.0,2679.0,54.94238943528241,95.80944793455984,1473.0,4048.0,1286.0,26.54,0.9,1.3131642060000002,3.0
Navacerrada,3220.0,1611.0,1609.0,116.9899358660777,27.523735064578904,956.0,2363.0,548.0,40.517,7.87546431,6.43722537,2.0
Navaconcejo,2035.0,1030.0,1005.0,39.59616933082932,51.39386042617922,689.0,1550.0,453.0,15.59,2.70476805,0.0,4.0
Navia,8302.0,4008.0,4294.0,131.36758971206052,63.19671403119163,2395.0,6309.0,2100.0,30.135,2.7375512800000004,0.0,2.0
Negreira,6775.0,3268.0,3507.0,58.85870946892163,115.10615949840545,2073.0,5098.0,1779.0,22.862,1.2989370560000002,0.0,3.0
Nerja,21018.0,10357.0,10661.0,246.89769164380635,85.12837791258976,7043.0,16200.0,4861.0,24.204,7.381239401,4.225973869,2.0
Níjar,31458.0,17679.0,13779.0,52.44738114378882,599.8011590656032,14674.0,27256.0,2866.0,17.625,2.8065373736363637,3.35115084,1.0
Noia,14240.0,6810.0,7430.0,361.14937428068106,39.42966820408455,4274.0,10688.0,3583.0,24.577,2.3578352209999998,1.1498546319999998,1.0
Novelda,25611.0,12726.0,12885.0,338.2143941956854,75.72415733785088,9648.0,21162.0,4563.0,25.201,3.0533623472727274,0.3635618340909091,1.0
Nuñomoral,1224.0,650.0,574.0,12.915213359669734,94.7719535026946,308.0,869.0,442.0,17.41,0.0,0.0,1.0
O Vicedo,1657.0,812.0,845.0,21.807837010558647,75.98185914530333,399.0,1098.0,625.0,22.526,1.153100775,0.0,1.0
Ocaña,13023.0,6564.0,6459.0,88.08891020466628,147.83926795940928,4846.0,9790.0,1277.0,25.162,5.223045132,3.390444818,5.0
Olot,36299.0,18284.0,18015.0,1249.409525019887,29.052924019786243,13078.0,27672.0,6814.0,31.103,5.679672929047619,3.485481957142857,1.0
Onda,24939.0,12504.0,12435.0,230.4871665452964,108.20125204280676,9548.0,20859.0,3991.0,28.046,3.2492684757142856,1.052157265,2.0
Orcera,1761.0,889.0,872.0,13.942867529176649,126.30113542389728,593.0,1408.0,427.0,20.186,0.0,0.0,3.0
Orihuela,78940.0,39105.0,39835.0,216.057357035256,365.3659430218738,26420.0,59137.0,17641.0,23.884,2.3925592064285714,1.4716533404761905,9.0
Oviedo,217552.0,100622.0,116930.0,1165.5250215453389,186.6557954384828,67085.0,170979.0,49041.0,33.407,6.298212611675977,0.35543994899441345,56.0
Oza-Cesuras,5170.0,2611.0,2559.0,34.09769473599631,151.623153413422,1212.0,3392.0,1763.0,25.252,1.99948911,2.881239965,1.0
Padul,8934.0,4461.0,4473.0,100.21587324099568,89.14755428529595,3304.0,7080.0,1316.0,23.389,3.111435458,0.762711864,2.0
